n;Bn;Un;Cn;Dn;Dn-Cn
20000;1402;7356;192110;226901;34791
20000;373;7297;234572;248288;13716
20000;1133;7359;195079;242378;47299
20000;1345;7418;245630;275199;29569
20000;1775;7329;237207;332253;95046
20000;391;7332;212557;251482;38925
20000;1676;7366;165790;226877;61087
20000;1362;7344;240712;280660;39948
20000;1427;7320;268880;337184;68304
20000;964;7389;220657;255023;34366
20000;1015;7382;179441;255055;75614
20000;1566;7426;204805;233564;28759
20000;923;7280;267113;305969;38856
20000;1665;7351;200900;231501;30601
20000;1110;7397;234925;256568;21643
20000;2087;7348;198976;253513;54537
20000;270;7363;172005;264733;92728
20000;1575;7464;204348;229734;25386
20000;731;7397;170835;234426;63591
20000;786;7335;205834;319736;113902
20000;1944;7372;201178;249355;48177
20000;1367;7375;218807;294525;75718
20000;1524;7382;222136;235893;13757
20000;1462;7312;211530;271831;60301
20000;1331;7373;213557;295988;82431
20000;521;7389;191450;266877;75427
21000;1464;7752;194129;246490;52361
21000;1089;7692;256496;273219;16723
21000;1058;7753;226080;286108;60028
21000;1318;7721;258037;265738;7701
21000;822;7835;193569;253672;60103
21000;1136;7714;198426;254009;55583
21000;643;7759;206556;262507;55951
21000;1731;7769;221916;299827;77911
21000;1261;7739;242270;290777;48507
21000;477;7720;244130;252524;8394
21000;910;7769;274089;276232;2143
21000;1447;7762;204971;248466;43495
21000;1802;7636;240344;263824;23480
21000;941;7726;197423;250949;53526
21000;1169;7721;221846;373268;151422
21000;547;7706;212909;262766;49857
21000;940;7718;228814;241371;12557
21000;1335;7674;216557;323406;106849
21000;1051;7722;228004;255781;27777
21000;746;7777;194069;264323;70254
21000;713;7579;211034;308123;97089
21000;1118;7779;214088;300574;86486
21000;1065;7696;228717;252194;23477
21000;1328;7709;219873;257394;37521
21000;1415;7762;236553;269006;32453
21000;1549;7774;203750;272858;69108
21000;715;7752;193280;274395;81115
21000;1892;7710;216150;274673;58523
21000;1797;7760;205044;300105;95061
21000;1473;7769;212010;289105;77095
21000;1853;7767;248453;291919;43466
21000;926;7719;228026;265692;37666
21000;1040;7666;196805;248038;51233
21000;2316;7756;204687;257784;53097
21000;1421;7713;206637;258880;52243
21000;1356;7759;250534;284277;33743
21000;1070;7733;233138;252038;18900
21000;824;7758;225038;246105;21067
21000;983;7692;220467;280698;60231
21000;1561;7739;193117;277539;84422
21000;1358;7810;287785;313783;25998
21000;879;7711;260677;281249;20572
21000;2038;7720;189204;307128;117924
21000;557;7704;196063;282101;86038
21000;1560;7723;211537;240646;29109
21000;1036;7798;208042;248152;40110
21000;1602;7663;215804;296377;80573
21000;1231;7664;222864;235198;12334
21000;1290;7763;209894;303952;94058
21000;1832;7647;227135;280844;53709
22000;1305;8058;233906;319479;85573
22000;2019;8024;194432;258144;63712
22000;1150;8091;244308;331915;87607
22000;736;8078;204491;266188;61697
22000;1303;7995;245204;275245;30041
22000;487;8147;210398;315839;105441
22000;1901;8066;228017;291231;63214
22000;1390;8093;197829;311132;113303
22000;1957;8078;204669;264163;59494
22000;1320;7963;232799;344049;111250
22000;1535;8045;257742;277558;19816
22000;1031;8149;257126;263338;6212
22000;2102;8154;216351;253603;37252
22000;1519;8108;232348;286251;53903
22000;1344;8068;218837;291368;72531
22000;2046;8120;328240;358279;30039
22000;1362;8079;283295;326856;43561
22000;2068;8025;258480;278779;20299
22000;1569;8084;195726;277614;81888
22000;774;8141;235911;311258;75347
22000;1525;8113;240820;310946;70126
22000;1184;8104;231596;286054;54458
22000;901;8108;252899;324541;71642
22000;1436;8061;212812;300867;88055
22000;1835;8024;229795;283113;53318
22000;1026;8077;226545;266060;39515
22000;1169;8113;237090;293549;56459
22000;544;8084;212475;255914;43439
22000;721;8101;208021;305056;97035
22000;851;8030;251545;272267;20722
22000;1267;8139;240424;284858;44434
22000;1365;8227;208844;270460;61616
22000;1609;8132;234916;313765;78849
22000;1169;8097;244122;273241;29119
22000;1439;8008;235910;244999;9089
22000;1062;8123;214866;287576;72710
22000;1153;8051;214092;272557;58465
22000;1329;8044;239383;268002;28619
22000;888;8157;213917;285210;71293
22000;1001;8137;209648;278036;68388
22000;1315;8180;232072;363495;131423
22000;1003;8071;223895;298810;74915
22000;994;8064;231594;306144;74550
22000;1244;8117;219750;299465;79715
22000;1540;8046;215176;265087;49911
22000;2030;8066;252860;277936;25076
22000;1162;8072;214042;285643;71601
22000;611;8148;232911;296235;63324
22000;1127;8151;243558;309012;65454
22000;989;8027;276767;316829;40062
23000;1019;8431;210586;307973;97387
23000;1548;8448;223052;278193;55141
23000;728;8425;284500;323389;38889
23000;1413;8426;227147;301185;74038
23000;1247;8409;253846;289633;35787
23000;1933;8548;228138;290063;61925
23000;1922;8465;266336;370000;103664
23000;2045;8508;282007;311393;29386
23000;1359;8493;260354;337186;76832
23000;1166;8487;264821;313518;48697
23000;1011;8420;241388;285748;44360
23000;2454;8420;215323;305812;90489
23000;657;8403;268205;290740;22535
23000;1435;8463;223712;328324;104612
23000;592;8448;284767;305899;21132
23000;711;8492;209072;253124;44052
23000;981;8450;253800;301401;47601
23000;2984;8424;236835;273965;37130
23000;696;8528;307990;335995;28005
23000;1229;8454;239394;280459;41065
23000;1177;8549;219118;285180;66062
23000;2104;8520;217934;289980;72046
23000;1036;8446;227249;297532;70283
23000;1178;8437;224692;270821;46129
23000;1262;8572;190288;262564;72276
23000;958;8559;279468;306284;26816
23000;1055;8469;306410;343698;37288
23000;1364;8475;260538;287866;27328
23000;626;8453;255455;317552;62097
23000;1368;8513;232543;303518;70975
23000;364;8378;240960;298866;57906
23000;1307;8422;244278;274256;29978
23000;2245;8376;233404;271745;38341
23000;889;8413;259067;293062;33995
23000;902;8426;272413;289522;17109
23000;1184;8478;254232;271175;16943
23000;1313;8470;227214;258802;31588
23000;1321;8575;276568;282372;5804
23000;638;8443;273145;282840;9695
23000;1105;8444;296531;354928;58397
23000;1132;8377;248860;308576;59716
23000;950;8482;266238;272453;6215
23000;925;8459;235277;274704;39427
23000;1498;8527;256745;282726;25981
23000;876;8524;211224;288997;77773
23000;536;8450;238396;325045;86649
23000;930;8416;223459;287153;63694
23000;338;8471;208845;310948;102103
23000;1123;8337;245237;340747;95510
23000;2417;8469;213240;250015;36775
24000;678;8829;266348;303189;36841
24000;1668;8892;238752;327614;88862
24000;2027;8829;250188;284553;34365
24000;850;8863;241837;279617;37780
24000;663;8815;225941;347451;121510
24000;852;8871;255732;302826;47094
24000;809;8819;216316;375972;159656
24000;1499;8896;238552;345078;106526
24000;956;8799;257143;282929;25786
24000;1173;8771;211155;357122;145967
24000;1546;8908;237506;379321;141815
24000;1049;8787;276231;303659;27428
24000;1479;8878;207708;271614;63906
24000;925;8867;254566;334918;80352
24000;752;8777;249330;290852;41522
24000;1101;8887;248234;332124;83890
24000;1042;8794;252952;295334;42382
24000;1273;8876;246567;322302;75735
24000;1528;8802;254883;306438;51555
24000;714;8834;267808;311417;43609
24000;1523;8953;355919;394051;38132
24000;1248;8826;264188;335127;70939
24000;1772;8802;262868;297639;34771
24000;970;8849;307209;342758;35549
24000;827;8938;260247;294204;33957
24000;1160;8802;344525;354288;9763
24000;1391;8879;257157;380243;123086
24000;935;8767;244158;279159;35001
24000;723;8829;227871;309994;82123
24000;672;8798;231883;339904;108021
24000;1469;8802;248275;344946;96671
24000;1255;8742;269561;322390;52829
24000;1314;8766;275166;327663;52497
24000;1427;8806;231218;332006;100788
24000;1327;8817;220398;277718;57320
24000;2106;8765;214922;283798;68876
24000;1016;8773;325764;343902;18138
24000;1412;8865;220607;270438;49831
24000;1964;8755;233155;324032;90877
24000;1699;8875;215325;272033;56708
24000;2062;8819;239101;295830;56729
24000;544;8841;235223;319013;83790
24000;2146;8868;251712;306293;54581
24000;1543;8851;342796;353733;10937
24000;1293;8894;243175;312167;68992
24000;1351;8854;272470;305827;33357
24000;2409;8793;210500;299191;88691
24000;562;8848;226536;297228;70692
24000;982;8870;291519;344094;52575
24000;849;8724;218905;282884;63979
25000;811;9316;267627;319202;51575
25000;1120;9177;258120;312662;54542
25000;1171;9162;254004;326723;72719
25000;2044;9144;249957;350973;101016
25000;2303;9185;249176;300182;51006
25000;1415;9313;261827;317699;55872
25000;907;9138;259864;357453;97589
25000;797;9236;313460;336008;22548
25000;1920;9211;278793;371009;92216
25000;1624;9070;286086;361471;75385
25000;2486;9168;284947;394676;109729
25000;1053;9139;288399;304315;15916
25000;826;9208;289850;401840;111990
25000;1455;9233;257317;318707;61390
25000;2561;9178;282045;417444;135399
25000;2179;9229;259120;332850;73730
25000;1816;9221;253555;303177;49622
25000;669;9279;254330;302601;48271
25000;1515;9262;241270;355485;114215
25000;2375;9204;232206;342704;110498
25000;530;9216;293622;339288;45666
25000;1441;9214;250830;330116;79286
25000;1364;9202;252681;295628;42947
25000;2570;9167;242529;295072;52543
25000;1613;9186;283451;328242;44791
25000;1728;9258;254987;353018;98031
25000;1584;9230;260123;389432;129309
25000;557;9158;275532;345668;70136
25000;1227;9131;232650;278929;46279
25000;1589;9163;253477;354163;100686
25000;836;9195;271390;330869;59479
25000;1848;9296;243913;354286;110373
25000;1774;9205;285622;317993;32371
25000;1174;9255;218612;324878;106266
25000;926;9242;241592;318892;77300
25000;1970;9261;356370;390129;33759
25000;903;9203;269734;354494;84760
25000;476;9026;236567;294716;58149
25000;2091;9183;244770;389784;145014
25000;555;9187;334833;336562;1729
25000;1712;9151;241274;316850;75576
25000;1256;9213;314521;322060;7539
25000;1932;9205;256281;304824;48543
25000;1608;9122;267788;338903;71115
25000;587;9265;231766;305636;73870
25000;1814;9170;273641;334606;60965
25000;1899;9107;260256;309004;48748
25000;1015;9126;238386;272198;33812
25000;812;9190;215684;348377;132693
25000;1603;9144;223021;322341;99320
26000;2237;9544;306232;348086;41854
26000;1088;9587;305220;399124;93904
26000;350;9561;333470;357431;23961
26000;1453;9585;290595;353034;62439
26000;194;9594;230051;364793;134742
26000;1197;9625;270770;320942;50172
26000;1236;9655;250677;351986;101309
26000;1183;9547;287956;304769;16813
26000;1998;9521;248057;307235;59178
26000;2092;9572;255382;359010;103628
26000;2374;9511;269940;354983;85043
26000;1112;9590;262900;315701;52801
26000;780;9673;344435;347224;2789
26000;1757;9520;302608;311908;9300
26000;1217;9595;252524;318559;66035
26000;1484;9503;278497;315232;36735
26000;1678;9481;279062;358841;79779
26000;460;9579;241291;294907;53616
26000;1757;9572;301526;310411;8885
26000;813;9603;304393;361647;57254
26000;1776;9534;282275;348461;66186
26000;1757;9582;232920;309489;76569
26000;1415;9633;288771;324165;35394
26000;2554;9573;285582;353885;68303
26000;2406;9521;317244;360806;43562
26000;1579;9578;285913;349030;63117
26000;1682;9591;278382;328881;50499
26000;732;9627;327637;359024;31387
26000;1292;9508;286004;310254;24250
26000;1399;9605;320944;336474;15530
26000;1216;9578;257914;319639;61725
26000;1965;9523;247090;285314;38224
26000;998;9569;265831;288269;22438
26000;1679;9607;224608;425248;200640
26000;1160;9491;302614;364466;61852
26000;1197;9587;309564;342744;33180
26000;1079;9631;278410;377972;99562
26000;1437;9561;232713;345557;112844
26000;862;9608;357580;373257;15677
26000;1201;9631;268331;374480;106149
26000;1092;9590;251014;350709;99695
26000;1496;9536;289380;315129;25749
26000;2673;9544;259589;322870;63281
26000;2109;9566;286881;353133;66252
26000;2234;9585;270635;324384;53749
26000;1487;9578;271501;313227;41726
26000;608;9579;255679;337344;81665
26000;2103;9590;268303;328813;60510
26000;1604;9556;235455;342186;106731
26000;979;9508;240644;331758;91114
27000;1214;9895;271594;321532;49938
27000;412;9865;314860;356927;42067
27000;954;9900;253491;359833;106342
27000;829;9855;315633;346756;31123
27000;1685;9860;263272;342052;78780
27000;2409;10020;241420;401516;160096
27000;1207;9994;309123;345852;36729
27000;2313;9917;334684;394760;60076
27000;1030;9895;273880;359954;86074
27000;1827;9874;424415;438813;14398
27000;1466;9973;252094;398455;146361
27000;988;9988;277895;395545;117650
27000;1972;9953;296626;409222;112596
27000;1206;9942;284360;399662;115302
27000;1044;9890;258692;366030;107338
27000;1256;9932;267018;334308;67290
27000;976;9946;314401;352581;38180
27000;930;9934;305704;369111;63407
27000;2785;9959;281715;333254;51539
27000;1156;9980;290766;451722;160956
27000;1419;9980;265467;350792;85325
27000;2826;9987;269417;399310;129893
